ID_estudiante,ID_IE,Seccion,sexo,ise,Distrito,M500_L,M500_CN,M500_M,grupo_M,riesgo_matematica
2022223147727200230,2270,B,Mujer,0.713377700349239,SAN JUAN DE MIRAFLORES,557.883,458.603,504.328,Previo al Inicio,1
2022223147727200231,2270,B,Mujer,0.406107465498154,SAN JUAN DE MIRAFLORES,611.902,494.61,561.116,En inicio,1
2022223147727200232,2270,B,Hombre,0.521026263349434,SAN JUAN DE MIRAFLORES,583.507,635.806,599.721,En proceso,0
2022223147727200233,2270,B,Mujer,1.13913315165509,SAN JUAN DE MIRAFLORES,536.079,550.934,483.258,Previo al Inicio,1
2022223147727200234,2270,B,Hombre,1.43920580012939,SAN JUAN DE MIRAFLORES,620.586,523.801,658.024,Satisfactorio,0
2022223147727200235,2270,B,Mujer,0.628287225557299,SAN JUAN DE MIRAFLORES,593.547,312.006,513.492,Previo al Inicio,1
2022223147727200236,2270,B,Hombre,0.521533645996997,SAN JUAN DE MIRAFLORES,654.956,560.321,614.441,En proceso,0
2022223147727200237,2270,B,Mujer, ,SAN JUAN DE MIRAFLORES,621.572,734.31,615.595,En proceso,0
2022223147727200238,2270,B,Mujer, ,SAN JUAN DE MIRAFLORES,688.217, ,518.038,Previo al Inicio,1
2022223176889400101,2672,A,Hombre,0.243529413724872,SAN JUAN DE MIRAFLORES,575.13,473.777,590.124,En inicio,1
2022223176889400102,2672,A,Mujer,0.701066239871098,SAN JUAN DE MIRAFLORES,654.648,588.612,671.59,Satisfactorio,0
2022223176889400103,2672,A,Mujer,-0.0216983051550135,SAN JUAN DE MIRAFLORES,586.155,421.439,550.22,En inicio,1
2022223176889400104,2672,A,Hombre,0.454442985433383,SAN JUAN DE MIRAFLORES,627.916,523.801,552.674,En inicio,1
2022223176889400105,2672,A,Mujer,0.626137926951945,SAN JUAN DE MIRAFLORES,680.333, ,599.721,En proceso,0
2022223176889400106,2672,A,Mujer,1.19792193136439,SAN JUAN DE MIRAFLORES,581.967,560.321,553.828,En inicio,1
2022223176889400107,2672,A,Mujer,0.270038323027297,SAN JUAN DE MIRAFLORES,531.521,536.017,508.369,Previo al Inicio,1
2022223176889400108,2672,A,Hombre,0.00633504637647316,SAN JUAN DE MIRAFLORES,571.865,566.623,660.55,Satisfactorio,0
2022223176889400109,2672,A,Mujer,-0.435852524742255,SAN JUAN DE MIRAFLORES,636.416,507.984,595.896,En inicio,1
2022223176889400110,2672,A,Mujer, ,SAN JUAN DE MIRAFLORES,656.804,564.308,644.964,En proceso,0
2022223119788800101,1722,A,Mujer,0.889638634818813,VILLA EL SALVADOR,605.681,529.33,508.369,Previo al Inicio,1
2022223119788800102,1722,A,Hombre,0.803388017285661,VILLA EL SALVADOR,617.137,585.269,599.288,En proceso,0
2022223119788800103,1722,A,Hombre,0.583872024448083,VILLA EL SALVADOR,688.895,734.438,733.934,Satisfactorio,0
2022223119788800104,1722,A,Mujer,0.926945017579205,VILLA EL SALVADOR,607.898,539.489,589.33,En inicio,1
2022223119788800105,1722,A,Hombre,0.588409081812541,VILLA EL SALVADOR,568.478,452.816,599.793,En proceso,0
2022223119788800106,1722,A,Mujer,0.566619722141691,VILLA EL SALVADOR,584.8,504.126,567.25,En inicio,1
2022223119788800107,1722,A,Hombre,0.306585391441736,VILLA EL SALVADOR,692.221,670.398,588.897,En inicio,1
